genus,decimallatitude,decimallongitude,day,month,year
Caretta,30.747106790695394,-81.46699683416604,26,6,1980
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,30,5,1979
Caretta,30.731907281091864,-81.45909661548912,19,5,1980
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.74710678990599,-81.46799685981382,27,9,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,14,7,1979
Caretta,30.731907281091864,-81.45909661548912,23,7,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,11,7,1974
Caretta,30.8522,-81.4464,10,10,1980
Caretta,30.747106790695394,-81.46699683416604,23,7,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.8522,-81.4464,10,7,1980
Caretta,30.815504617942274,-81.46529686277657,24,7,1980
Caretta,30.780605727236807,-81.46409679517839,19,7,1980
Caretta,30.826504269014638,-81.46529687436495,22,9,1979
Caretta,30.8522,-81.4464,11,8,1980
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.8522,-81.4464,26,6,1980
Caretta,30.8522,-81.4464,3,11,1979
Caretta,30.731907281091864,-81.45909661548912,7,10,1979
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.8522,-81.4464,9,7,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.826504269014638,-81.46529687436495,18,8,1980
Caretta,26.1458,-81.8083,,7,1990
Lepidochelys,30.82650429161224,-81.43639613264575,5,6,1982
Caretta,30.826504269014638,-81.46529687436495,5,5,1979
Caretta,30.951900346294156,-81.41199563654469,31,7,1973
Eretmochelys,24.67,-81.25,20,2,1989
Caretta,30.951900346294156,-81.41199563654469,14,7,1979
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.747106790695394,-81.46699683416604,23,7,1980
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.815504617942274,-81.46529686277657,21,9,1979
Caretta,30.8522,-81.4464,18,5,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.74710678990599,-81.46799685981382,5,9,1980
Caretta,30.820804445401034,-81.47089701208259,26,5,1979
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.815504617942274,-81.46529686277657,10,7,1980
Caretta,30.731907281091864,-81.45909661548912,25,8,1980
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.826504269014638,-81.46529687436495,18,5,1979
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Lepidochelys,30.82650429161224,-81.43639613264575,18,11,1982
Caretta,30.8522,-81.4464,28,10,1979
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.826504269014638,-81.46529687436495,10,10,1980
Caretta,30.8522,-81.4464,4,5,1979
Lepidochelys,30.780805721194326,-81.46369678512738,31,10,1980
Caretta,30.826504269014638,-81.46529687436495,19,7,1980
Caretta,29.725,-85,,,
Caretta,30.951900346294156,-81.41199563654469,,,
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.8522,-81.4464,6,7,1980
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.8522,-81.4464,19,7,1980
Caretta,30.747106790695394,-81.46699683416604,19,7,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.815504617942274,-81.46529686277657,20,6,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.731907281091864,-81.45909661548912,20,7,1979
Caretta,30.8522,-81.4464,4,5,1979
Caretta,30.8522,-81.4464,19,5,1980
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.8522,-81.4464,21,9,1979
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.8522,-81.4464,14,6,1980
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.8522,-81.4464,27,5,1979
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.74710678990599,-81.46799685981382,11,7,1979
Caretta,30.8522,-81.4464,21,8,1980
Caretta,30.8522,-81.4464,19,5,1979
Caretta,30.8522,-81.4464,10,10,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.8522,-81.4464,11,5,1979
Caretta,30.8522,-81.4464,23,11,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,16,5,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,11,7,1974
Caretta,29.725,-85,,,
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.8522,-81.4464,4,5,1979
Caretta,30.815504617942274,-81.46529686277657,19,7,1980
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.8522,-81.4464,24,11,1979
Caretta,30.74710678990599,-81.46799685981382,19,7,1980
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Chelonia,31.0668,-81.418,17,6,1932
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,19,7,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,4,7,1980
Caretta,24.6292,-82.8736,,8,1932
Caretta,30.946600521690442,-81.40109535103994,1,9,1980
Caretta,30.8522,-81.4464,14,6,1980
Caretta,30.780605727236807,-81.46409679517839,26,6,1980
Caretta,30.731907281091864,-81.45909661548912,14,6,1980
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.8522,-81.4464,27,4,1979
Caretta,30.815504617942274,-81.46529686277657,4,5,1979
Caretta,30.8522,-81.4464,1,9,1980
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.77990574870056,-81.46509682009462,30,6,1980
Caretta,30.815504617942274,-81.46529686277657,18,8,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.827704245676678,-81.44649639311635,19,7,1980
Caretta,30.82650429161224,-81.43639613264575,,2,1967
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,14,7,1979
Eretmochelys,24.6292,-82.8736,,,
Caretta,30.8522,-81.4464,19,5,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.731907281091864,-81.45909661548912,1,9,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.815504617942274,-81.46529686277657,31,7,1980
Chelonia,24.9533,-80.5867,27,5,1989
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.8522,-81.4464,23,5,1979
Caretta,24.6292,-82.8736,,8,1932
Caretta,30.8522,-81.4464,23,7,1980
Caretta,30.951900346294156,-81.41199563654469,,,
Caretta,30.8522,-81.4464,14,6,1980
Caretta,30.815504617942274,-81.46529686277657,21,9,1979
Caretta,30.815504617942274,-81.46529686277657,1,8,1980
Caretta,30.951900346294156,-81.41199563654469,11,7,1974
Caretta,30.815504617942274,-81.46529686277657,1,6,1980
Caretta,30.826504269014638,-81.46529687436495,19,5,1980
Caretta,30.8522,-81.4464,27,9,1979
Caretta,29.725,-85,,,
Caretta,30.747106790695394,-81.46699683416604,15,7,1979
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.826504269014638,-81.46529687436495,11,5,1979
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.815504617942274,-81.46529686277657,29,8,1979
Eretmochelys,24.5681,-81.8111,9,11,1988
Caretta,30.826504269014638,-81.46529687436495,1,7,1979
Caretta,30.74710678990599,-81.46799685981382,12,9,1979
Caretta,30.826504269014638,-81.46529687436495,11,5,1979
Caretta,30.815504617942274,-81.46529686277657,21,9,1979
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,1,8,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.951900346294156,-81.41199563654469,11,7,1974
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.946600521690442,-81.40109535103994,19,7,1980
Caretta,30.74710678990599,-81.46799685981382,11,8,1980
Caretta,30.747106790695394,-81.46699683416604,10,7,1980
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Lepidochelys,30.826504269014638,-81.46529687436495,22,12,1979
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.780205739243154,-81.46499681784583,19,6,1980
Caretta,30.815504617942274,-81.46529686277657,19,7,1980
Caretta,30.8522,-81.4464,19,7,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.815504617942274,-81.46529686277657,19,5,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.815504617942274,-81.46529686277657,8,8,1980
Caretta,30.815504617942274,-81.46529686277657,19,5,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,3,7,1980
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.826504269014638,-81.46529687436495,18,8,1980
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.8522,-81.4464,3,7,1980
Lepidochelys,30.826504269014638,-81.46529687436495,22,11,1979
Caretta,26.5208,-82.1917,1,3,1967
Caretta,30.731907281091864,-81.45909661548912,23,7,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,22,11,1979
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.8522,-81.4464,14,6,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,14,7,1979
Caretta,30.8522,-81.4464,31,10,1980
Caretta,30.8522,-81.4464,18,8,1980
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Lepidochelys,30.82650429161224,-81.43639613264575,16,12,1981
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.815504617942274,-81.46529686277657,11,5,1979
Caretta,30.731907281091864,-81.45909661548912,17,6,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.779905798725483,-81.4010951782704,31,7,1980
Caretta,30.815504617942274,-81.46529686277657,18,8,1980
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.951900346294156,-81.41199563654469,,,
Caretta,30.74710678990599,-81.46799685981382,21,9,1979
Caretta,30.826504269014638,-81.46529687436495,19,5,1979
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.826504269014638,-81.46529687436495,28,5,1980
Caretta,30.951900346294156,-81.41199563654469,28,7,1974
Caretta,30.946600521690442,-81.40109535103994,2,6,1980
Caretta,30.826504269014638,-81.46529687436495,27,9,1979
Lepidochelys,30.82650429161224,-81.43639613264575,20,10,1982
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.8522,-81.4464,14,6,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.946600521690442,-81.40109535103994,22,9,1979
Caretta,30.731907281091864,-81.45909661548912,27,9,1979
Caretta,30.0292,-85.57,8,9,1985
Lepidochelys,30.82650429161224,-81.43639613264575,28,10,1981
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,4,7,1980
Caretta,24.6292,-82.8736,,8,1932
Caretta,30.815504617942274,-81.46529686277657,5,9,1980
Caretta,29.725,-85,,,
Caretta,25.8333,-81.525,1,9,1993
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.8522,-81.4464,11,5,1979
Caretta,30.826504269014638,-81.46529687436495,2,11,1979
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.826504269014638,-81.46529687436495,19,5,1980
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.731907281091864,-81.45909661548912,12,9,1980
Caretta,29.725,-85,,,
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.731907281091864,-81.45909661548912,12,9,1979
Caretta,30.8522,-81.4464,11,8,1979
Caretta,30.77990574870056,-81.46509682009462,11,5,1979
Caretta,30.0292,-85.57,28,8,1984
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.815804608423456,-81.4652968630927,23,7,1980
Caretta,30.8522,-81.4464,18,8,1980
Caretta,30.8522,-81.4464,11,5,1979
Caretta,30.815504617942274,-81.46529686277657,12,4,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,10,6,1979
Caretta,29.725,-85,,,
Caretta,30.8522,-81.4464,12,4,1980
Caretta,30.826504269014638,-81.46529687436495,10,9,1979
Caretta,30.951900346294156,-81.41199563654469,11,7,1974
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,6,7,1980
Caretta,30.731907281091864,-81.45909661548912,5,6,1980
Caretta,30.747106790695394,-81.46699683416604,19,7,1980
Caretta,24.6292,-82.8736,,8,1932
Caretta,30.815504617942274,-81.46529686277657,19,7,1980
Caretta,30.0292,-85.57,8,9,1985
Caretta,29.725,-85,,,
Caretta,30.8522,-81.4464,5,9,1980
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.815504617942274,-81.46529686277657,12,9,1979
Caretta,30.8522,-81.4464,19,5,1980
Caretta,30.8522,-81.4464,11,5,1979
Caretta,30.946600521690442,-81.40109535103994,1,6,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,29,10,1979
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.731907281091864,-81.45909661548912,10,7,1980
Caretta,30.826504269014638,-81.46529687436495,16,5,1979
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.826504269014638,-81.46529687436495,10,9,1979
Caretta,30.780605727236807,-81.46409679517839,26,8,1979
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.8522,-81.4464,19,5,1980
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.731907281091864,-81.45909661548912,17,10,1979
Caretta,30.8522,-81.4464,9,6,1979
Caretta,30.826504269014638,-81.46529687436495,6,7,1980
Caretta,30.826504269014638,-81.46529687436495,11,5,1979
Caretta,30.82650429161224,-81.43639613264575,14,7,1984
Caretta,30.8522,-81.4464,5,9,1980
Caretta,30.8522,-81.4464,10,10,1980
Caretta,30.815804608423456,-81.4652968630927,6,7,1980
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,29.725,-85,,,
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.815504617942274,-81.46529686277657,8,9,1980
Caretta,30.951900346294156,-81.41199563654469,11,7,1974
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,19,7,1980
Caretta,30.780605727236807,-81.46409679517839,23,7,1980
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.8522,-81.4464,18,5,1979
Caretta,30.77990574870056,-81.46509682009462,23,7,1979
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.780605727236807,-81.46409679517839,3,7,1980
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.747106790695394,-81.46699683416604,19,7,1980
Caretta,30.951900346294156,-81.41199563654469,28,7,1974
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,14,6,1980
Caretta,30.747106790695394,-81.46699683416604,19,7,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.826504269014638,-81.46529687436495,2,11,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.946600521690442,-81.40109535103994,19,7,1980
Caretta,30.815504617942274,-81.46529686277657,1,6,1980
Caretta,30.815504617942274,-81.46529686277657,4,7,1980
Caretta,30.815504617942274,-81.46529686277657,7,8,1980
Caretta,30.74710678990599,-81.46799685981382,23,7,1980
Caretta,30.8522,-81.4464,3,11,1979
Caretta,30.8522,-81.4464,18,5,1979
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.731907281091864,-81.45909661548912,28,8,1980
Caretta,30.8522,-81.4464,9,7,1980
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.8522,-81.4464,12,9,1979
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.8522,-81.4464,11,8,1979
Caretta,30.826504269014638,-81.46529687436495,19,5,1979
Caretta,29.725,-85,,,
Caretta,30.826504269014638,-81.46529687436495,24,7,1980
Caretta,30.8522,-81.4464,29,10,1979
Caretta,30.747106790695394,-81.46699683416604,7,8,1980
Caretta,30.74710678990599,-81.46799685981382,27,7,1980
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Lepidochelys,30.8522,-81.4464,4,7,1979
Caretta,30.05,-85.63,,10,1982
Caretta,30.8522,-81.4464,5,9,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,17,6,1979
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.74710678990599,-81.46799685981382,7,8,1980
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.807804864742454,-81.46219677511033,14,6,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,31,7,1973
Caretta,27.9097,-82.4458,,8,1973
Caretta,30.906101779635936,-81.42699597435997,19,7,1980
Caretta,30.951900346294156,-81.41199563654469,28,7,1974
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,29.725,-85,,,
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.8522,-81.4464,26,6,1980
Caretta,30.826504269014638,-81.46529687436495,18,5,1979
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.951900346294156,-81.41199563654469,14,7,1973
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.815504617942274,-81.46529686277657,5,9,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,24.6278,-82.8658,,7,1970
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.826504269014638,-81.46529687436495,11,5,1979
Caretta,30.8522,-81.4464,11,5,1979
Caretta,30.826504269014638,-81.46529687436495,26,6,1980
Caretta,30.747106790695394,-81.46699683416604,10,7,1980
Lepidochelys,30.8522,-81.4464,17,10,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,28,7,1974
Caretta,30.8522,-81.4464,1,9,1980
Caretta,30.951900346294156,-81.41199563654469,28,7,1974
Caretta,30.780805721194326,-81.46369678512738,21,9,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.815504617942274,-81.46529686277657,11,5,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,1,6,1980
Caretta,30.951900346294156,-81.41199563654469,28,7,1974
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.815504617942274,-81.46529686277657,14,6,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.951900346294156,-81.41199563654469,23,6,1974
Caretta,30.8522,-81.4464,19,5,1980
Caretta,30.8522,-81.4464,4,5,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.8522,-81.4464,3,7,1980
Caretta,30.946600521690442,-81.40109535103994,10,7,1979
Caretta,30.74710678990599,-81.46799685981382,12,9,1979
Caretta,30.826504269014638,-81.46529687436495,9,6,1979
Caretta,30.815504617942274,-81.46529686277657,24,7,1980
Caretta,30.8522,-81.4464,27,4,1979
Caretta,26.1458,-81.8083,,7,1990
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.8522,-81.4464,3,7,1980
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.74710678990599,-81.46799685981382,4,5,1979
Caretta,30.815504617942274,-81.46529686277657,18,5,1979
Caretta,30.826504269014638,-81.46529687436495,21,8,1980
Caretta,29.725,-85,,,
Caretta,30.0292,-85.57,8,9,1985
Caretta,30.74710678990599,-81.46799685981382,12,9,1979
Caretta,30.815504617942274,-81.46529686277657,19,5,1979
Caretta,30.815504617942274,-81.46529686277657,5,9,1980
Caretta,30.951900346294156,-81.41199563654469,17,6,1973
Caretta,30.8522,-81.4464,10,7,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.951900346294156,-81.41199563654469,11,7,1974
Caretta,30.951900346294156,-81.41199563654469,,7,1979
Caretta,30.8522,-81.4464,19,7,1980
Caretta,30.951900346294156,-81.41199563654469,2,6,1980
Caretta,30.815504617942274,-81.46529686277657,23,7,1980
Caretta,30.747106790695394,-81.46699683416604,23,7,1980
Caretta,30.8522,-81.4464,10,7,1980
Caretta,29.725,-85,,,
Chelonia,29.86,-82.83,9,4,2016
Caretta,24.758131,-81.405305,10,7,2016
Caretta,26.9168,-79.9949,,,
Caretta,26.9166,-80.0046,,,
Caretta,28.7615,-80.4293,,,
Caretta,27.6668,-80.2944,,,
Caretta,27.6667,-80.337,,,
Caretta,29.3462,-80.5421,,,
Caretta,25.0003,-81.5827,,,
Caretta,25,-81.4935,,,
Caretta,29.3463,-80.5959,,,
Caretta,25,-80.4897,,,
Caretta,29.4334,-80.9201,,,
Caretta,24.5004,-81.6794,,,
Chelonia,28.5118,-80.3985,,,
Caretta,24.5004,-81.7002,,,
Caretta,24.4995,-81.8507,,,
Caretta,24.5004,-81.6744,,,
Caretta,24.5,-82.1194,,,
Caretta,24.5004,-81.7002,,,
Caretta,24.4998,-81.7212,,,
Caretta,24.5004,-81.6794,,,
Caretta,29.8207,-80.6947,15,8,1998
Caretta,29.1798,-80.7833,,,
Caretta,31.1812,-80.8474,,,
Caretta,30.3468,-80.8835,,,
Caretta,30.6807,-80.9655,,,
Caretta,30.5982,-81.024,,,
Caretta,30.5982,-80.7172,,,
Caretta,31.0142,-81.092,,,
Caretta,30.7654,-81.1578,,,
Caretta,31.0675,-80.0065,12,8,1999
Caretta,30.7638,-80.7296,,,
Caretta,31.0992,-81.0517,,,
Caretta,30.7635,-81.321,,,
Caretta,30.0967,-80.7961,,,
Caretta,30.7643,-81.1142,,,
Caretta,30.4307,-80.8746,,,
Caretta,30.4308,-81.0234,,,
Caretta,30.4318,-81.1024,,,
Caretta,30.4307,-80.7324,,,
Caretta,30.4307,-80.7737,,,
Caretta,30.431,-81.0046,,,
Caretta,30.4312,-81.055,,,
Caretta,30.4308,-80.9659,,,
Caretta,30.4307,-80.7835,,,
Caretta,30.4317,-81.095,,,
Caretta,30.5155,-81.167,,,
Caretta,30.5147,-81.2782,,,
Caretta,30.515,-81.1513,,,
Caretta,30.5138,-80.8972,,,
Caretta,31.1957,-80.3308,12,8,1999
Caretta,30.5143,-80.9862,,,
Caretta,29.263,-80.7046,,,
Caretta,29.179,-80.5132,,,
Caretta,28.763,-80.6383,,,
Caretta,28.7628,-80.712,,,
Caretta,29.2633,-80.679,,,
Caretta,28.7622,-80.3143,,,
Caretta,29.2628,-80.6853,,,
Caretta,28.8468,-80.5721,,,
Caretta,29.2632,-80.6774,,,
Caretta,27.9996,-80.4219,,,
Caretta,28.7638,-80.4842,,,
Caretta,27.9158,-80.469,,,
Caretta,28.8465,-80.5816,,,
Caretta,29.2632,-80.8314,,,
Caretta,28.7632,-80.5649,,,
Caretta,28.7625,-80.3365,,,
Caretta,27.2502,-80.0878,,,
